PROD_CODE,PROD_CODE_10,PACKAGING,CARBON_FOOTPRINT,HAZARDOUS_MATERIAL,RECYCLABLE
PRD0901169,CL00122,3,8,2,2
PRD0901303,CL00104,3,6,1,3
PRD0901559,CL00074,1,5,1,3
PRD0904251,CL00160,1,9,2,1
PRD0902536,CL00160,1,4,1,3
PRD0904161,CL00160,1,1,1,1
PRD0904556,CL00067,2,7,1,2
PRD0901103,CL00219,2,9,1,1
PRD0903391,CL00122,3,10,2,3
PRD0902733,CL00079,2,9,2,3
PRD0902848,CL00014,2,2,2,3
PRD0904682,CL00159,1,4,2,3
PRD0902888,CL00002,3,7,1,3
PRD0904193,CL00001,1,8,1,2
PRD0900916,CL00076,3,7,1,3
PRD0904562,CL00001,2,7,1,3
PRD0900352,CL00090,3,4,1,2
PRD0904563,CL00207,3,5,2,2
PRD0901696,CL00045,3,1,2,2
PRD0902161,CL00044,3,8,1,3
PRD0902346,CL00100,3,7,2,2
PRD0903652,CL00076,3,1,1,2
PRD0901467,CL00006,3,8,2,3
PRD0902174,CL00065,2,7,2,2
PRD0900163,CL00101,2,9,2,2
PRD0901320,CL00101,2,9,2,3
PRD0903484,CL00162,3,3,1,1
PRD0901875,CL00164,2,5,2,3
